NDFA_per_LiDFOB_molar_ratio_target,LiNO3_final_mass_fraction_target,NDFA_solvent_pool_mass_fraction_target,TTE_solvent_pool_mass_fraction_target,FEC_solvent_pool_mass_fraction_target,VC_solvent_pool_mass_fraction_target,TMSP_solvent_pool_mass_fraction_target,LiDFOB_mass_fraction_target,NDFA_mass_fraction_target,TTE_mass_fraction_target,FEC_mass_fraction_target,LiNO3_mass_fraction_target,VC_mass_fraction_target,TMSP_mass_fraction_target,temperature_C,target_total_mass_g,NDFA_per_LiDFOB_molar_ratio,LiNO3_final_mass_fraction,estimated_final_volume_mL,estimated_LiDFOB_molarity_mol_L,estimated_total_lithium_salt_molarity_mol_L,NDFA_solvent_pool_mass_fraction,TTE_solvent_pool_mass_fraction,FEC_solvent_pool_mass_fraction,VC_solvent_pool_mass_fraction,TMSP_solvent_pool_mass_fraction,constraint_total_mass_pass,constraint_minimum_nonzero_mass_pass,constraint_NDFA_LiDFOB_molar_ratio_pass,constraint_LiNO3_final_mass_fraction_pass,constraint_LiDFOB_molarity_pass,constraint_TTE_solvent_pool_fraction_pass,constraint_FEC_solvent_pool_fraction_pass,constraint_VC_solvent_pool_fraction_pass,constraint_TMSP_solvent_pool_fraction_pass,constraint_all_pass,presence_pattern,LiDFOB_mass_g,LiDFOB_mass_fraction,LiDFOB_mole_fraction,NDFA_mass_g,NDFA_mass_fraction,NDFA_mole_fraction,TTE_mass_g,TTE_mass_fraction,TTE_mole_fraction,FEC_mass_g,FEC_mass_fraction,FEC_mole_fraction,LiNO3_mass_g,LiNO3_mass_fraction,LiNO3_mole_fraction,VC_mass_g,VC_mass_fraction,VC_mole_fraction,TMSP_mass_g,TMSP_mass_fraction,TMSP_mole_fraction
3.495811347,0,0.5691955998,0.4023764832,0,0.02842791704,0,0.1423019766,0.4881979409,0.3451175143,0,0,0.02438256826,0,25,5,3.49587465,0,3.483397375,1.420733673,1.420733673,0.5691966888,0.402378454,0,0.02842485718,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7115,0.1423,0.1591190873,2.441,0.4882,0.5562603836,1.7256,0.34512,0.2390714496,0,0,0,0,0,0,0.1219,0.02438,0.04554907947,0,0,0
3.674319558,0,0.9483865553,0.01866335934,0,0.03295008535,0,0.2082403201,0.7508942354,0.01477689542,0,0,0.02608854903,0,25,5,3.674353414,0,3.615117156,2.003330361,2.003330361,0.9483934526,0.01866727291,0,0.03293927453,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0412,0.20824,0.2029395413,3.7545,0.7509,0.7456715964,0.0739,0.01478,0.008923128793,0,0,0,0,0,0,0.1304,0.02608,0.04246573356,0,0,0
2.752891768,0,0.5065847827,0.4921496096,0,0.001265607681,0,0.1579023015,0.4265938796,0.4144380536,0,0,0.001065765315,0,25,5,2.75297139,0,3.414758658,1.608173529,1.608173529,0.5065906662,0.4921505759,0,0.001258757867,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7895,0.1579,0.1855223972,2.133,0.4266,0.5107378517,2.0722,0.41444,0.3016588635,0,0,0,0,0,0,0.0053,0.00106,0.002080887526,0,0,0
4.670689575,0,0.6390898932,0.3416539561,0,0.01925615068,0,0.1223651588,0.5608875569,0.2998474155,0,0,0.01689986874,0,25,5,4.670990119,0,3.550246674,1.198648188,1.198648188,0.6391003145,0.3416434985,0,0.01925618705,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6118,0.12236,0.1347741043,2.8045,0.5609,0.6295285096,1.4992,0.29984,0.2045958231,0,0,0,0,0,0,0.0845,0.0169,0.03110156299,0,0,0
4.768717904,0,0.9276442859,0.06729325186,0,0.005062462203,0,0.16542724,0.774186652,0.05616111494,0,0,0.004224993053,0,25,5,4.768309132,0,3.660241154,1.571960452,1.571960452,0.9276504985,0.06729294479,0,0.005056556748,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8272,0.16544,0.1660792496,3.8709,0.77418,0.7919172025,0.2808,0.05616,0.034925462,0,0,0,0,0,0,0.0211,0.00422,0.007078085879,0,0,0
2.686607264,0,0.742410782,0.233169979,0,0.02441923902,0,0.2197136632,0.5792929895,0.1819393487,0,0,0.01905399856,0,25,5,2.686469542,0,3.477984095,2.197115018,2.197115018,0.742400164,0.2331727072,0,0.02442712872,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0986,0.21972,0.2301821524,2.8964,0.57928,0.6183773414,0.9097,0.18194,0.1180783987,0,0,0,0,0,0,0.0953,0.01906,0.03336210746,0,0,0
3.765026648,0,0.6986934719,0.2599427928,0,0.04136373531,0,0.1590247812,0.5875838954,0.2186054471,0,0,0.03478587635,0,25,5,3.765114888,0,3.54486738,1.560136333,1.560136333,0.6986848677,0.2599348379,0,0.04138029442,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7951,0.15902,0.1671580374,2.9379,0.58758,0.6293692153,1.093,0.2186,0.1423527562,0,0,0,0,0,0,0.174,0.0348,0.06111999113,0,0,0
3.068687655,0,0.8240065725,0.1301063579,0,0.04588706964,0,0.2148337813,0.6469821247,0.102155117,0,0,0.03602897695,0,25,5,3.068588752,0,3.538682506,2.111467196,2.111467196,0.8240103928,0.1301136074,0,0.0458759998,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0742,0.21484,0.215364122,3.2349,0.64698,0.6608639222,0.5108,0.10216,0.06344235612,0,0,0,0,0,0,0.1801,0.03602,0.06032959971,0,0,0
2.490359578,0,0.6411465792,0.3455236554,0,0.01332976539,0,0.2078180216,0.5079047656,0.2737176129,0,0,0.01055959992,0,25,5,2.490312504,0,3.433285788,2.105174878,2.105174878,0.6411421647,0.3455275316,0,0.01333030372,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0391,0.20782,0.2277305586,2.5395,0.5079,0.5671202576,1.3686,0.27372,0.1858149746,0,0,0,0,0,0,0.0528,0.01056,0.01933420919,0,0,0
4.088012256,0,0.5443845368,0.449205128,0,0.006410335237,0,0.1194801403,0.4793413959,0.3955340363,0,0,0.005644427483,0,25,5,4.088005153,0,3.488967897,1.190992522,1.190992522,0.5443828647,0.4492118294,0,0.006405305956,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.5974,0.11948,0.1385476696,2.3967,0.47934,0.5663835874,1.9777,0.39554,0.2841414738,0,0,0,0,0,0,0.0282,0.00564,0.01092726913,0,0,0
4.215210397,0,0.9097283785,0.05134346848,0,0.03892815304,0,0.1802709641,0.7457307666,0.04208773192,0,0,0.03191053736,0,25,5,4.215051312,0,3.638809947,1.723054325,1.723054325,0.9097496706,0.05133460206,0,0.03891572732,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9014,0.18028,0.1768253694,3.7287,0.74574,0.7453280054,0.2104,0.04208,0.02556895412,0,0,0,0,0,0,0.1595,0.0319,0.05227767108,0,0,0
3.187659997,0,0.6279107928,0.3694671076,0,0.00262209964,0,0.1671658168,0.5229455722,0.3077048368,0,0,0.002183774212,0,25,5,3.1873556,0,3.476521437,1.672438679,1.672438679,0.6279147955,0.369467592,0,0.002617612449,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8359,0.16718,0.1869386376,2.6147,0.52294,0.5958399133,1.5385,0.3077,0.2131485864,0,0,0,0,0,0,0.0109,0.00218,0.004072862702,0,0,0
3.88389913,0,0.7502708527,0.2395076384,0,0.01022150889,0,0.1644663502,0.6268765439,0.2001166913,0,0,0.00854041463,0,25,5,3.88407051,0,3.556749581,1.608117547,1.608117547,0.7502692869,0.2395097781,0,0.01022093496,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8223,0.16446,0.1746829666,3.1344,0.62688,0.6784809592,1.0006,0.20012,0.1316803509,0,0,0,0,0,0,0.0427,0.00854,0.0151557233,0,0,0
2.556068514,0,0.702549476,0.2672541202,0,0.03019640376,0,0.2187930407,0.5488365399,0.2087807786,0,0,0.02358964076,0,25,5,2.556003328,0,3.458842457,2.200023553,2.200023553,0.7025601639,0.2672555044,0,0.0301843318,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.094,0.2188,0.2310965939,2.7442,0.54884,0.590683663,1.0439,0.20878,0.1366077468,0,0,0,0,0,0,0.1179,0.02358,0.04161199635,0,0,0
4.53975964,0,0.8151197518,0.1588955652,0,0.02598468303,0,0.1546614896,0.6890521168,0.1343205404,0,0,0.02196585324,0,25,5,4.539855302,0,3.616266337,1.487402103,1.487402103,0.8151276409,0.1588946459,0,0.02597771311,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7733,0.15466,0.1583501669,3.4453,0.68906,0.7188868446,0.6716,0.13432,0.08519643273,0,0,0,0,0,0,0.1098,0.02196,0.03756655579,0,0,0
2.879432447,0,0.947481804,0.008396584075,0,0.04412161196,0,0.2511017661,0.7095674496,0.006288186984,0,0,0.03304259727,0,25,5,2.879422469,0,3.550304631,2.459755202,2.459755202,0.9474696221,0.008412338096,0,0.04411803979,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.2555,0.2511,0.2430244036,3.5478,0.70956,0.6997699283,0.0315,0.0063,0.003777321329,0,0,0,0,0,0,0.1652,0.03304,0.05342834679,0,0,0
3.551754657,0,0.503629449,0.4809091217,0,0.01546142935,0,0.1262466821,0.440047902,0.4201959407,0,0,0.01350947519,0,25,5,3.551878874,0,3.458101338,1.269609209,1.269609209,0.5036165537,0.4809100897,0,0.01547335653,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6312,0.12624,0.1472131901,2.2002,0.44004,0.5228834198,2.101,0.4202,0.3035610135,0,0,0,0,0,0,0.0676,0.01352,0.02634237657,0,0,0
3.372840993,0,0.8798654539,0.09707487654,0,0.0230596696,0,0.2099966278,0.6950966756,0.07668947982,0,0,0.01821721675,0,25,5,3.372802963,0,3.569809863,2.045902832,2.045902832,0.8798734177,0.09706329114,0,0.02306329114,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.05,0.21,0.210793845,3.4755,0.6951,0.7109661049,0.3834,0.07668,0.04768271144,0,0,0,0,0,0,0.0911,0.01822,0.03055733868,0,0,0
2.200915743,0,0.5752654367,0.3823774653,0,0.04235709808,0,0.2103193909,0.4542759604,0.3019560697,0,0,0.03344857901,0,25,5,2.20092894,0,3.402520593,2.149763103,2.149763103,0.5752709958,0.3823827373,0,0.04234626684,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0516,0.21032,0.2295680922,2.2714,0.45428,0.5052630578,1.5098,0.30196,0.2041834684,0,0,0,0,0,0,0.1672,0.03344,0.06098538151,0,0,0
4.345229797,0,0.6686804956,0.294561096,0,0.03675840842,0,0.1355524931,0.5780391873,0.2546326051,0,0,0.03177571451,0,25,5,4.345636419,0,3.557501955,1.325052628,1.325052628,0.668671772,0.2945653934,0,0.0367628346,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6777,0.13554,0.1449013271,2.8902,0.57804,0.6296884841,1.2732,0.25464,0.1686443188,0,0,0,0,0,0,0.1589,0.03178,0.05676587005,0,0,0
4.260670774,0,0.8355496898,0.1158416849,0,0.04860862531,0,0.1665475057,0.6963909731,0.0965485412,0,0,0.04051298001,0,25,5,4.260918026,0,3.619236936,1.600340289,1.600340289,0.8355529959,0.1158303938,0,0.04861661028,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8327,0.16654,0.1659325021,3.482,0.6964,0.7070247892,0.4827,0.09654,0.05958821886,0,0,0,0,0,0,0.2026,0.04052,0.06745448991,0,0,0
3.272112541,0,0.6850552757,0.305029986,0,0.009914738312,0,0.1758247232,0.5646056215,0.2513981731,0,0,0.008171482193,0,25,5,3.272167863,0,3.50156427,1.746292415,1.746292415,0.6850445291,0.3050304545,0,0.00992501638,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8791,0.17582,0.19099623,2.823,0.5646,0.6249717258,1.257,0.2514,0.1691850565,0,0,0,0,0,0,0.0409,0.00818,0.01484698765,0,0,0
3.59332848,0,0.8186553115,0.1790053798,0,0.002339308755,0,0.1884099574,0.6644124991,0.1452789838,0,0,0.001898559693,0,25,5,3.593558964,0,3.559626306,1.840718109,1.840718109,0.8186545096,0.1790044357,0,0.002341054707,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.942,0.1884,0.1965362489,3.3221,0.66442,0.706264599,0.7264,0.14528,0.0938875062,0,0,0,0,0,0,0.0095,0.0019,0.00331164587,0,0,0
2.984281011,0,0.636040548,0.3316927301,0,0.03226672187,0,0.1784248564,0.5225551046,0.2725105023,0,0,0.02650953666,0,25,5,2.984390198,0,3.477043853,1.784613446,1.784613446,0.6360427469,0.3317023297,0,0.03225492344,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8921,0.17842,0.1930958182,2.6128,0.52256,0.5762732671,1.3626,0.27252,0.1827123577,0,0,0,0,0,0,0.1325,0.0265,0.04791855702,0,0,0
4.998274244,0,0.7440870687,0.2194589204,0,0.03645401085,0,0.1317133449,0.646080872,0.1905532519,0,0,0.03165253114,0,25,5,4.998014965,0,3.609923967,1.269008296,1.269008296,0.7440917676,0.2194683743,0,0.03643985811,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6586,0.13172,0.1370691571,3.2304,0.64608,0.6850736985,0.9528,0.19056,0.1228457037,0,0,0,0,0,0,0.1582,0.03164,0.05501144073,0,0,0
3.971139766,0,0.5576157193,0.4204068612,0,0.0219774195,0,0.1251715703,0.4878180841,0.3677838743,0,0,0.01922647139,0,25,5,3.970887942,0,3.496042918,1.245285656,1.245285656,0.5576232825,0.4204064836,0,0.02197023388,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6259,0.12518,0.1418939815,2.4391,0.48782,0.5634451003,1.8389,0.36778,0.2582601176,0,0,0,0,0,0,0.0961,0.01922,0.03640080058,0,0,0
3.167264421,0,0.9529584219,0.03263775306,0,0.01440382502,0,0.2346467478,0.7293498274,0.02497941045,0,0,0.01102401432,0,25,5,3.167399682,0,3.569450043,2.286185868,2.286185868,0.9529633114,0.0326382356,0,0.01439845302,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.1732,0.23464,0.2319204727,3.6468,0.72936,0.7345848314,0.1249,0.02498,0.01529571136,0,0,0,0,0,0,0.0551,0.01102,0.01819898455,0,0,0
2.276556037,0,0.5119184846,0.442877403,0,0.0452041124,0,0.1864176266,0.4164878557,0.3603172487,0,0,0.03677726905,0,25,5,2.276484114,0,3.397957911,1.908030455,1.908030455,0.5119103223,0.4428820767,0,0.04520760097,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9321,0.18642,0.2081806113,2.0824,0.41648,0.4739198546,1.8016,0.36032,0.2492736385,0,0,0,0,0,0,0.1839,0.03678,0.06862589556,0,0,0
4.178766984,0,0.6152354446,0.3590593142,0,0.02570524118,0,0.1304517359,0.5349769129,0.3122194034,0,0,0.02235194785,0,25,5,4.17916707,0,3.526788541,1.286299684,1.286299684,0.6152306914,0.3590551543,0,0.02571415428,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6522,0.13044,0.1439179461,2.6749,0.53498,0.601457141,1.5611,0.31222,0.2134052453,0,0,0,0,0,0,0.1118,0.02236,0.04121966764,0,0,0
4.048283793,0,0.8391017495,0.1413658066,0,0.01953244391,0,0.1743767463,0.6927819166,0.1167148972,0,0,0.01612643989,0,25,5,4.048197059,0,3.598845003,1.68517235,1.68517235,0.8391027349,0.1413725443,0,0.01952472082,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8719,0.17438,0.1780212453,3.4639,0.69278,0.7206650815,0.5836,0.11672,0.07381772361,0,0,0,0,0,0,0.0806,0.01612,0.02749594959,0,0,0
3.044161357,0,0.4991740725,0.4668150921,0,0.03401083532,0,0.143167166,0.4277087352,0.3999824983,0,0,0.02914160041,0,25,5,3.044393916,0,3.441107136,1.446885917,1.446885917,0.4991830447,0.4668082723,0,0.03400868307,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7158,0.14316,0.1635235966,2.1386,0.42772,0.4978302427,1.9999,0.39998,0.2830330981,0,0,0,0,0,0,0.1457,0.02914,0.05561306264,0,0,0
3.847707886,0,0.8913231974,0.07916329615,0,0.0295135065,0,0.1909684244,0.7211086107,0.06404560621,0,0,0.02387735866,0,25,5,3.847938406,0,3.608004819,1.840713049,1.840713049,0.8913279937,0.07915554237,0,0.02951646396,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9548,0.19096,0.1899468097,3.6056,0.72112,0.7309036239,0.3202,0.06404,0.03946218506,0,0,0,0,0,0,0.1194,0.02388,0.03968738134,0,0,0
2.707501732,0,0.5609918148,0.4277124852,0,0.01129570003,0,0.1743250728,0.4631968758,0.3531514751,0,0,0.009326576297,0,25,5,2.707598784,0,3.430241834,1.767393576,1.767393576,0.5609921519,0.4277201822,0,0.01128766592,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8716,0.17432,0.1979418485,2.316,0.4632,0.5359471084,1.7658,0.35316,0.2484289025,0,0,0,0,0,0,0.0466,0.00932,0.01768214066,0,0,0
4.867448408,0,0.7006995508,0.2810930437,0,0.01820740541,0,0.1279229116,0.6110640241,0.2451348032,0,0,0.0158782611,0,25,5,4.867527142,0,3.58104626,1.242336696,1.242336696,0.700692597,0.2810980644,0,0.01820933859,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6396,0.12792,0.1377008251,3.0553,0.61106,0.6702625037,1.2257,0.24514,0.1634754275,0,0,0,0,0,0,0.0794,0.01588,0.02856124365,0,0,0
4.693022065,0,0.985793249,0.006732337642,0,0.007474413374,0,0.1763043383,0.8119936225,0.005545397309,0,0,0.00615664187,0,25,5,4.693174409,0,3.678741749,1.666724446,1.666724446,0.9857957994,0.006725749666,0,0.007478450892,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8815,0.1763,0.173279582,4.06,0.812,0.8132312999,0.0277,0.00554,0.003373222995,0,0,0,0,0,0,0.0308,0.00616,0.01011589507,0,0,0
1.865056265,0,0.5025726602,0.4707593084,0,0.02666803133,0,0.2154282154,0.3943043289,0.3693444707,0,0,0.02092298493,0,25,5,1.864933772,0,3.349147163,2.237190174,2.237190174,0.5025746915,0.4707606811,0,0.02666462731,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.0772,0.21544,0.2445457513,1.9715,0.3943,0.4560616304,1.8467,0.36934,0.2597169742,0,0,0,0,0,0,0.1046,0.02092,0.0396756441,0,0,0
2.853121329,0,0.8182472587,0.1687328564,0,0.01301988494,0,0.226144959,0.6332047659,0.1305747715,0,0,0.01007550359,0,25,5,2.853162421,0,3.50720408,2.242472594,2.242472594,0.8182358566,0.1687385315,0,0.01302561187,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.1307,0.22614,0.2333529211,3.166,0.6332,0.6657937853,0.6529,0.13058,0.08347428855,0,0,0,0,0,0,0.0504,0.01008,0.01737900508,0,0,0
3.71282386,0,0.6333842594,0.3204427315,0,0.04617300914,0,0.1480882221,0.5395875105,0.2729889371,0,0,0.0393353303,0,25,5,3.712978333,0,3.521965447,1.462251612,1.462251612,0.6333693305,0.3204526247,0,0.04617804489,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7404,0.14808,0.1587562314,2.6979,0.53958,0.5894584475,1.365,0.273,0.1813164596,0,0,0,0,0,0,0.1967,0.03934,0.07046886149,0,0,0
3.391461674,0,0.7637811891,0.1945449687,0,0.04167384226,0,0.1866480768,0.6212228991,0.1582335244,0,0,0.03389549975,0,25,5,3.391592611,0,3.544205894,1.831456366,1.831456366,0.7637700403,0.1945509983,0,0.04167896135,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9332,0.18664,0.1915598459,3.1061,0.62122,0.6496929577,0.7912,0.15824,0.100613495,0,0,0,0,0,0,0.1695,0.0339,0.05813370139,0,0,0
4.387278441,0,0.6091440128,0.3847055417,0,0.006150445528,0,0.1239425297,0.5336451629,0.3370241636,0,0,0.005388143751,0,25,5,4.387325543,0,3.524077347,1.223141929,1.223141929,0.6091363605,0.3846996781,0,0.006163961373,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.6197,0.12394,0.1399643992,2.6682,0.53364,0.6140693838,1.6851,0.33702,0.2357772917,0,0,0,0,0,0,0.027,0.0054,0.01018892526,0,0,0
4.436390944,0,0.9464802493,0.02624445874,0,0.02727529192,0,0.1785722913,0.7774651026,0.02155792561,0,0,0.02240468055,0,25,5,4.436170324,0,3.658994802,1.697390707,1.697390707,0.9464829198,0.02624723041,0,0.02726984977,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8929,0.17858,0.1748086858,3.8873,0.77746,0.7754811042,0.1078,0.02156,0.01307432131,0,0,0,0,0,0,0.112,0.0224,0.03663588876,0,0,0
3.408770211,0,0.6550756371,0.3321272121,0,0.01279715085,0,0.1637536327,0.5478046218,0.2777401746,0,0,0.01070157091,0,25,5,3.408608912,0,3.50127258,1.626644694,1.626644694,0.6550750981,0.3321295322,0,0.01279536975,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8188,0.16376,0.1795828637,2.739,0.5478,0.6121277498,1.3887,0.27774,0.1886842728,0,0,0,0,0,0,0.0535,0.0107,0.01960511368,0,0,0
3.73010831,0,0.7624990875,0.2139198706,0,0.02358104191,0,0.1723882007,0.6310532418,0.177042609,0,0,0.01951594852,0,25,5,3.730325711,0,3.557597668,1.685158823,1.685158823,0.7624996979,0.2139145985,0,0.02358570358,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8619,0.17238,0.179993008,3.1553,0.63106,0.6714325454,0.8852,0.17704,0.1145197437,0,0,0,0,0,0,0.0976,0.01952,0.03405470291,0,0,0
2.83968877,0,0.6457085907,0.3124070521,0,0.0418843572,0,0.1881149606,0.5242411445,0.2536386118,0,0,0.034005283,0,25,5,2.839606501,0,3.472964454,1.883846123,1.883846123,0.6457111888,0.3124107011,0,0.04187811007,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9406,0.18812,0.200930508,2.6212,0.52424,0.5705635769,1.2682,0.25364,0.167829718,0,0,0,0,0,0,0.17,0.034,0.06067619711,0,0,0
4.742097605,0,0.5688299022,0.3962830859,0,0.03488701186,0,0.1089164177,0.506874987,0.3531213518,0,0,0.03108724351,0,25,5,4.741988537,0,3.529495217,1.073262188,1.073262188,0.5688378148,0.396283162,0,0.03487902321,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.5446,0.10892,0.1215484425,2.5344,0.50688,0.5763813212,1.7656,0.35312,0.2441205218,0,0,0,0,0,0,0.1554,0.03108,0.05794971441,0,0,0
4.822309874,0,0.8228995453,0.1376694278,0,0.03943102695,0,0.1481256378,0.7010070253,0.117277056,0,0,0.03359028094,0,25,5,4.822445092,0,3.635850115,1.416832551,1.416832551,0.8228858525,0.1376719726,0,0.03944217495,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7406,0.14812,0.149432805,3.505,0.701,0.720631497,0.5864,0.11728,0.07329872337,0,0,0,0,0,0,0.168,0.0336,0.05663697465,0,0,0
3.030728791,0,0.9131216098,0.07535998104,0,0.01151840915,0,0.2348916029,0.6986370112,0.0576585543,0,0,0.008812831562,0,25,5,3.030891473,0,3.546097134,2.303595411,2.303595411,0.9131116688,0.07536072773,0,0.01152760351,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.1744,0.23488,0.2355317961,3.4932,0.69864,0.7138713122,0.2883,0.05766,0.03581940371,0,0,0,0,0,0,0.0441,0.00882,0.01477748799,0,0,0
2.420904197,0,0.55527474,0.4157763622,0,0.02894889787,0,0.1894423951,0.4500821633,0.3370106923,0,0,0.02346474932,0,25,5,2.420923168,0,3.413613244,1.930048241,1.930048241,0.5552704303,0.4157866167,0,0.02894295302,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9472,0.18944,0.2114190436,2.2504,0.45008,0.5118292609,1.6851,0.33702,0.2330066421,0,0,0,0,0,0,0.1173,0.02346,0.04374505338,0,0,0
4.003168855,0,0.6991213344,0.2538370863,0,0.04704157938,0,0.1510715577,0.5935039853,0.2154895222,0,0,0.03993493471,0,25,5,4.00291828,0,3.558469948,1.476571452,1.476571452,0.6991235923,0.2538283937,0,0.04704801395,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7554,0.15108,0.1580230938,2.9675,0.5935,0.6325535309,1.0774,0.21548,0.1396242197,0,0,0,0,0,0,0.1997,0.03994,0.06979915561,0,0,0
4.130131923,0,0.7488603876,0.2465927973,0,0.004546815017,0,0.1559447586,0.6320795353,0.2081379431,0,0,0.003837763047,0,25,5,4.130260993,0,3.56598595,1.520858104,1.520858104,0.7488567163,0.246593844,0,0.004549439613,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7797,0.15594,0.1667145561,3.1604,0.63208,0.6885746279,1.0407,0.20814,0.1378515802,0,0,0,0,0,0,0.0192,0.00384,0.006859235896,0,0,0
3.149446987,0,0.5326710416,0.4240881014,0,0.04324085698,0,0.1470056181,0.4543654059,0.3617447679,0,0,0.03688420808,0,25,5,3.149101432,0,3.460330236,1.47764349,1.47764349,0.5326736852,0.4240896621,0,0.04323665268,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.7351,0.14702,0.1641364927,2.2718,0.45436,0.5168824641,1.8087,0.36174,0.2501874226,0,0,0,0,0,0,0.1844,0.03688,0.06879362065,0,0,0
3.953359757,0,0.8955184873,0.05987857003,0,0.04460294265,0,0.1875327281,0.7275794623,0.04864937844,0,0,0.03623843114,0,25,5,3.953209385,0,3.621182558,1.801168262,1.801168262,0.8955271644,0.05986756271,0,0.04460527287,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.9377,0.18754,0.1839334965,3.6379,0.72758,0.7271276246,0.2432,0.04864,0.02955293982,0,0,0,0,0,0,0.1812,0.03624,0.05938593905,0,0,0
2.594037391,0,0.5228083416,0.4626260279,0,0.01456563049,0,0.1703766974,0.433733983,0.3838053331,0,0,0.01208398647,0,25,5,2.594023094,0,3.413709641,1.735812571,1.735812571,0.5228176756,0.4626214411,0,0.0145608833,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8519,0.17038,0.195772337,2.1687,0.43374,0.5078379633,1.919,0.3838,0.2731982354,0,0,0,0,0,0,0.0604,0.01208,0.02319146425,0,0,0
4.949662779,0,0.6280411345,0.3628777699,0,0.009081095643,0,0.1144903197,0.5561365042,0.321331778,0,0,0.0080413981,0,25,5,4.950140078,0,3.549884347,1.121569551,1.121569551,0.6280377631,0.3628828259,0,0.009079410968,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.5724,0.11448,0.1281002575,2.7807,0.55614,0.6341142189,1.6067,0.32134,0.2227539324,0,0,0,0,0,0,0.0402,0.00804,0.01503159116,0,0,0
4.610929735,0,0.8792542094,0.1041420656,0,0.01660372498,0,0.1626945004,0.7362043851,0.08719872429,0,0,0.01390239024,0,25,5,4.610746413,0,3.639563383,1.554708811,1.554708811,0.8792547474,0.1041442733,0,0.01660097934,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,0.8135,0.1627,0.1643246712,3.681,0.7362,0.7576593885,0.436,0.0872,0.05455969228,0,0,0,0,0,0,0.0695,0.0139,0.02345624794,0,0,0
1.939336006,0,0.5618498838,0.3889707676,0,0.04917934863,0,0.2279240836,0.4337907639,0.3003149619,0,0,0.03797019066,0,25,5,1.939412044,0,3.374114477,2.349272619,2.349272619,0.5618588747,0.3889752357,0,0.04916588955,0,True,True,True,True,True,True,True,True,True,True,TTE+VC,1.1396,0.22792,0.2478946786,2.169,0.4338,0.4807699254,1.5016,0.30032,0.2023528061,0,0,0,0,0,0,0.1898,0.03796,0.06898258994,0,0,0
